Times,Mua,NhietDo,DoAm,KhiAp,ThoiGiangNBenTre,TDoGioAvg10,HGioAvg10,
08/09/2024 20:10,79.4,27.9,80,1009.2,0,2.3,256,
08/09/2024 20:20,79.4,27.9,79,1009.3,0,2.2,270,
08/09/2024 20:30,79.4,27.8,79,1009.4,0,2.0,270,
08/09/2024 20:40,79.4,27.8,79,1009.5,0,2.2,270,
08/09/2024 20:50,79.4,27.7,79,1009.6,0,2.3,270,
08/09/2024 21:00,79.4,27.7,80,1009.8,0,2.0,263,
08/09/2024 21:10,79.4,27.6,81,1009.9,0,1.8,263,
08/09/2024 21:20,79.4,27.6,81,1010.0,0,2.1,263,
08/09/2024 21:30,79.4,27.5,82,1010.0,0,1.8,270,
08/09/2024 21:40,79.4,27.4,82,1010.1,0,2.0,270,
08/09/2024 21:50,79.4,27.3,83,1010.1,0,1.9,270,
08/09/2024 22:00,79.4,27.3,83,1010.1,0,2.0,264,
08/09/2024 22:10,79.4,27.3,84,1010.1,0,1.7,263,
08/09/2024 22:20,79.4,27.2,84,1010.3,0,2.0,249,
08/09/2024 22:30,79.4,27.1,85,1010.3,0,1.8,240,
08/09/2024 22:40,79.4,27.1,86,1010.1,0,1.7,240,
08/09/2024 22:50,79.4,27.0,87,1010.1,0,1.9,249,
08/09/2024 23:00,79.4,26.9,87,1010.1,0,1.6,256,
08/09/2024 23:10,79.4,26.8,88,1010.1,0,1.4,243,
08/09/2024 23:20,79.4,26.7,88,1010.0,0,1.3,249,
08/09/2024 23:30,79.4,26.7,89,1010.0,0,1.0,243,
08/09/2024 23:40,79.4,26.6,89,1009.9,0,1.1,256,
08/09/2024 23:50,79.4,26.6,90,1009.8,0,1.2,264,
09/09/2024 00:00,79.4,26.5,90,1009.6,0,1.5,257,
09/09/2024 00:10,79.4,26.5,91,1009.5,0,1.1,264,
09/09/2024 00:20,79.4,26.5,91,1009.5,0,1.2,263,
09/09/2024 00:30,79.4,26.4,91,1009.3,0,1.1,249,
09/09/2024 00:40,79.4,26.5,91,1009.3,0,0.9,240,
09/09/2024 00:50,79.4,26.4,91,1009.2,0,0.8,207,
09/09/2024 01:00,79.4,26.3,92,1009.2,0,1.2,207,
09/09/2024 01:10,79.4,26.3,92,1009.0,0,1.5,198,
09/09/2024 01:20,79.4,26.3,92,1008.9,0,1.1,216,
09/09/2024 01:30,79.4,26.3,92,1008.8,0,1.3,216,
09/09/2024 01:40,79.4,26.2,92,1008.8,0,1.3,216,
09/09/2024 01:50,79.4,26.2,93,1008.6,0,1.2,225,
09/09/2024 02:00,79.4,26.3,93,1008.7,0,1.3,234,
09/09/2024 02:10,79.4,26.3,93,1008.6,0,1.6,243,
09/09/2024 02:20,79.4,26.2,93,1008.4,0,1.3,243,
09/09/2024 02:30,79.4,26.2,93,1008.3,0,1.2,225,
09/09/2024 02:40,79.4,26.2,93,1008.1,0,1.2,229,
09/09/2024 02:50,79.4,26.1,93,1007.9,0,0.9,249,
09/09/2024 03:00,79.4,26.1,93,1007.8,0,1.0,249,
09/09/2024 03:10,79.4,26.1,94,1007.8,0,1.1,243,
09/09/2024 03:20,79.4,26.1,94,1007.9,0,1.0,229,
09/09/2024 03:30,79.4,26.0,94,1007.9,0,1.1,243,
09/09/2024 03:40,79.4,26.0,94,1007.9,0,1.2,243,
09/09/2024 03:50,79.4,26.0,95,1007.9,0,1.4,221,
09/09/2024 04:00,79.4,26.0,95,1007.9,0,1.7,225,
09/09/2024 04:10,79.4,26.1,95,1008.1,0,1.5,221,
09/09/2024 04:20,79.4,26.1,95,1008.1,0,1.7,216,
09/09/2024 04:30,79.4,26.1,95,1008.2,0,1.7,221,
09/09/2024 04:40,79.4,26.1,95,1008.2,0,1.6,225,
09/09/2024 04:50,79.4,26.1,95,1008.2,0,1.3,225,
09/09/2024 05:00,79.4,26.2,95,1008.2,0,1.6,234,
09/09/2024 05:10,79.4,26.1,95,1008.2,0,1.6,234,
09/09/2024 05:20,79.4,26.1,96,1008.2,0,1.3,234,
09/09/2024 05:30,79.4,26.2,96,1008.3,0,1.8,225,
09/09/2024 05:40,79.4,26.2,96,1008.4,0,2.3,234,
09/09/2024 05:50,79.4,26.3,95,1008.4,0,2.5,230,
09/09/2024 06:00,79.4,26.4,95,1008.7,0,2.5,243,
09/09/2024 06:10,79.4,26.5,92,1008.7,1,2.6,249,
09/09/2024 06:20,79.4,26.5,89,1008.9,1,3.1,256,
09/09/2024 06:30,79.4,26.5,89,1008.9,0,3.2,263,
09/09/2024 06:40,79.4,26.6,88,1009.0,1,2.8,270,
09/09/2024 06:50,79.4,26.9,87,1009.0,1,2.8,263,
09/09/2024 07:00,79.4,27.0,87,1008.9,1,3.4,263,
09/09/2024 07:10,79.4,27.1,85,1008.9,1,2.8,270,
09/09/2024 07:20,79.4,27.4,85,1008.9,1,2.6,270,
09/09/2024 07:30,79.4,27.7,84,1008.8,1,3.1,264,
09/09/2024 07:40,79.4,28.0,81,1008.9,1,3.9,277,
09/09/2024 07:50,79.4,28.3,80,1008.9,1,3.2,270,
09/09/2024 08:00,79.4,28.5,79,1009.2,1,4.6,276,
09/09/2024 08:10,79.4,28.9,78,1009.3,1,4.0,276,
09/09/2024 08:20,79.4,29.2,76,1009.3,1,3.7,270,
09/09/2024 08:30,79.4,29.5,77,1009.3,1,3.6,270,
09/09/2024 08:40,79.4,29.8,75,1009.4,1,3.3,284,
09/09/2024 08:50,79.4,30.0,74,1009.3,1,3.8,284,
09/09/2024 09:00,79.4,29.9,73,1009.3,1,3.6,291,
09/09/2024 09:10,79.4,30.5,73,1009.4,1,3.4,277,
09/09/2024 09:20,79.4,30.7,71,1009.0,1,4.2,276,
09/09/2024 09:30,79.4,30.7,71,1009.0,1,4.2,277,
09/09/2024 09:40,79.4,31.1,70,1008.9,1,3.7,277,
09/09/2024 09:50,79.4,31.4,68,1009.0,1,4.1,277,
09/09/2024 10:00,79.4,31.4,68,1008.9,1,3.9,276,
09/09/2024 10:10,79.4,31.5,69,1008.9,1,4.0,284,
09/09/2024 10:20,79.4,31.7,69,1008.8,1,3.4,256,
09/09/2024 10:30,79.4,31.9,70,1008.6,1,3.2,270,
09/09/2024 10:40,79.4,31.8,68,1008.4,1,3.6,263,
09/09/2024 10:50,79.4,32.2,65,1008.6,1,3.2,270,
09/09/2024 11:00,79.4,32.5,64,1008.6,1,3.4,263,
09/09/2024 11:10,79.4,32.3,64,1008.4,1,4.2,270,
09/09/2024 11:20,79.4,32.6,62,1008.2,1,3.9,270,
09/09/2024 11:30,79.4,32.7,62,1008.1,1,3.8,284,
09/09/2024 11:40,79.4,32.5,64,1007.6,1,3.4,270,
09/09/2024 11:50,79.4,32.2,66,1007.6,1,3.3,270,
09/09/2024 12:00,79.4,32.5,68,1007.5,1,3.4,270,
09/09/2024 12:10,79.4,32.6,64,1007.1,1,3.9,263,
09/09/2024 12:20,79.4,32.8,62,1006.8,1,3.6,270,
09/09/2024 12:30,79.4,33.0,61,1006.7,1,3.6,263,
09/09/2024 12:40,79.4,33.0,61,1006.6,1,3.7,277,
09/09/2024 12:50,79.4,33.5,60,1006.5,1,3.6,277,
09/09/2024 13:00,79.4,33.5,59,1006.4,1,3.9,270,
09/09/2024 13:10,79.4,33.2,61,1006.5,0,3.3,256,
09/09/2024 13:20,79.4,33.1,60,1006.4,1,3.3,263,
09/09/2024 13:30,79.4,33.4,59,1006.4,1,3.4,278,
09/09/2024 13:40,79.4,33.3,63,1006.5,1,3.5,254,
09/09/2024 13:50,79.4,33.4,59,1006.6,1,4.4,270,
09/09/2024 14:00,79.4,33.5,57,1006.5,1,3.7,270,
09/09/2024 14:10,79.4,33.0,57,1006.5,0,3.7,270,
09/09/2024 14:20,79.4,32.8,58,1006.4,1,3.6,270,
09/09/2024 14:30,79.4,32.8,60,1006.4,1,3.3,270,
09/09/2024 14:40,79.4,32.8,60,1006.1,1,2.9,270,
09/09/2024 14:50,79.4,32.9,60,1005.5,1,3.5,263,
09/09/2024 15:00,79.4,32.9,59,1005.3,1,3.5,263,
09/09/2024 15:10,79.4,33.0,60,1005.0,1,3.8,276,
09/09/2024 15:20,79.4,33.3,59,1005.4,1,3.6,277,
09/09/2024 15:30,79.4,33.2,59,1005.6,1,3.1,270,
09/09/2024 15:40,79.4,33.1,62,1005.5,1,2.7,270,
09/09/2024 15:50,79.4,33.2,63,1005.1,1,2.9,249,
09/09/2024 16:00,79.4,32.8,63,1005.4,1,2.8,249,
09/09/2024 16:10,79.4,32.8,62,1005.4,1,2.7,264,
09/09/2024 16:20,79.4,32.8,62,1005.5,1,3.1,256,
09/09/2024 16:30,79.4,32.8,62,1005.3,1,2.9,263,
09/09/2024 16:40,79.4,32.9,62,1005.5,1,2.4,270,
09/09/2024 16:50,79.4,32.2,65,1005.5,0,2.9,256,
09/09/2024 17:00,79.4,31.7,68,1005.6,0,2.8,249,
09/09/2024 17:10,79.4,31.3,70,1005.6,0,3.4,249,
09/09/2024 17:20,79.4,30.9,72,1005.7,0,2.8,240,
09/09/2024 17:30,79.4,30.6,73,1005.7,0,2.8,243,
09/09/2024 17:40,79.4,30.4,74,1005.6,0,2.7,247,
09/09/2024 17:50,79.4,30.2,75,1005.3,0,2.6,249,
09/09/2024 18:00,79.4,30.0,76,1005.4,0,2.1,256,
09/09/2024 18:10,79.4,29.9,77,1006.5,0,2.1,243,
09/09/2024 18:20,79.4,29.7,78,1006.6,0,2.2,257,
09/09/2024 18:30,79.4,29.6,78,1006.6,0,2.1,256,
09/09/2024 18:40,79.4,29.5,79,1006.6,0,2.0,249,
09/09/2024 18:50,79.4,29.4,79,1006.7,0,2.8,249,
09/09/2024 19:00,79.4,29.3,79,1007.0,0,2.6,249,
09/09/2024 19:10,79.4,29.2,80,1007.2,0,1.9,249,
09/09/2024 19:20,79.4,29.1,81,1007.2,0,2.3,243,
09/09/2024 19:30,79.4,29.0,81,1007.3,0,2.1,249,
09/09/2024 19:40,79.4,28.9,82,1007.6,0,2.0,249,
09/09/2024 19:50,79.4,28.8,81,1007.9,0,2.3,256,
09/09/2024 20:00,79.4,28.8,81,1007.9,0,2.4,270,
09/09/2024 20:10,79.4,28.7,81,1008.1,0,2.4,263,
09/09/2024 20:20,79.4,28.7,82,1008.2,0,2.2,256,
09/09/2024 20:30,79.4,28.6,82,1008.3,0,1.9,263,
09/09/2024 20:40,79.4,28.5,83,1008.4,0,1.8,256,
09/09/2024 20:50,79.4,28.4,84,1008.6,0,1.9,264,
09/09/2024 21:00,79.4,28.3,84,1008.7,0,1.9,256,
09/09/2024 21:10,79.4,28.3,85,1008.6,0,1.9,257,
09/09/2024 21:20,79.4,28.2,86,1008.7,0,1.6,256,
09/09/2024 21:30,79.4,28.1,86,1008.8,0,2.0,264,
09/09/2024 21:40,79.4,28.1,87,1008.8,0,2.3,263,
09/09/2024 21:50,79.4,28.0,87,1008.8,0,1.9,270,
09/09/2024 22:00,79.4,28.0,87,1009.0,0,1.6,256,
09/09/2024 22:10,79.4,27.9,88,1009.0,0,1.8,264,
09/09/2024 22:20,79.4,27.8,88,1009.0,0,1.6,256,
09/09/2024 22:30,79.4,27.8,89,1008.9,0,1.6,263,
09/09/2024 22:40,79.4,27.7,89,1008.9,0,1.7,270,
09/09/2024 22:50,79.4,27.7,89,1008.9,0,1.4,270,
09/09/2024 23:00,79.4,27.7,90,1009.0,0,1.5,264,
09/09/2024 23:10,79.4,27.6,90,1008.9,0,1.2,263,
09/09/2024 23:20,79.4,27.6,90,1008.9,0,1.5,270,
09/09/2024 23:30,79.4,27.6,90,1008.9,0,1.4,291,
09/09/2024 23:40,79.4,27.5,91,1008.9,0,1.6,270,
09/09/2024 23:50,79.4,27.5,91,1008.7,0,1.3,270,
10/09/2024 00:00,79.4,27.4,91,1008.4,0,1.6,243,
10/09/2024 00:10,79.4,27.4,92,1008.3,0,1.3,264,
10/09/2024 00:20,79.4,27.3,92,1008.2,0,1.1,257,
10/09/2024 00:30,79.4,27.4,92,1008.2,0,0.6,270,
10/09/2024 00:40,79.4,27.4,92,1008.2,0,1.2,257,
10/09/2024 00:50,79.4,27.4,92,1008.1,0,1.4,249,
10/09/2024 01:00,79.4,27.3,92,1007.8,0,1.0,263,
10/09/2024 01:10,79.4,27.3,92,1007.6,0,1.5,270,
10/09/2024 01:20,79.4,27.2,93,1007.6,0,1.8,249,
10/09/2024 01:30,79.4,27.2,93,1007.3,0,1.5,249,
10/09/2024 01:40,79.4,27.2,93,1007.3,0,1.4,256,
10/09/2024 01:50,79.4,27.1,93,1007.3,0,1.4,264,
10/09/2024 02:00,79.4,27.1,93,1007.3,0,1.6,256,
10/09/2024 02:10,79.4,27.1,93,1007.2,0,1.3,249,
10/09/2024 02:20,79.4,27.1,93,1007.2,0,1.4,276,
10/09/2024 02:30,79.4,27.1,93,1007.1,0,1.2,270,
10/09/2024 02:40,79.4,27.1,93,1007.1,0,1.0,263,
10/09/2024 02:50,79.4,27.0,93,1007.0,0,0.9,256,
10/09/2024 03:00,79.4,27.0,94,1007.1,0,1.7,234,
10/09/2024 03:10,79.4,27.0,93,1007.0,0,1.0,256,
10/09/2024 03:20,79.4,26.9,94,1007.1,0,1.3,249,
10/09/2024 03:30,79.4,26.9,94,1007.1,0,1.5,238,
10/09/2024 03:40,79.4,26.9,94,1007.1,0,1.3,234,
10/09/2024 03:50,79.4,26.9,94,1007.1,0,1.5,243,
10/09/2024 04:00,79.4,26.9,94,1007.2,0,1.2,243,
10/09/2024 04:10,79.4,26.9,94,1007.2,0,1.3,264,
10/09/2024 04:20,79.4,26.9,94,1007.3,0,1.3,249,
10/09/2024 04:30,79.4,27.0,94,1007.3,0,1.5,264,
10/09/2024 04:40,79.4,27.1,94,1007.5,0,1.3,270,
10/09/2024 04:50,79.4,27.1,94,1007.5,0,1.4,264,
10/09/2024 05:00,79.4,27.2,94,1007.5,0,1.5,263,
10/09/2024 05:10,79.4,27.2,94,1007.6,0,1.5,256,
10/09/2024 05:20,79.4,27.2,93,1007.6,0,1.4,256,
10/09/2024 05:30,79.4,27.3,93,1007.6,0,1.6,256,
10/09/2024 05:40,79.4,27.3,93,1007.6,0,1.4,270,
10/09/2024 05:50,79.4,27.3,93,1007.6,0,1.4,252,
10/09/2024 06:00,79.4,27.3,93,1007.6,0,1.5,264,
10/09/2024 06:10,79.4,27.3,93,1007.6,0,1.4,256,
10/09/2024 06:20,79.4,27.4,93,1007.5,0,1.5,263,
10/09/2024 06:30,79.4,27.5,93,1007.6,0,1.6,264,
10/09/2024 06:40,79.4,27.6,92,1007.7,0,1.7,263,
10/09/2024 06:50,79.4,27.8,92,1007.8,0,2.0,257,
10/09/2024 07:00,79.4,27.9,92,1007.9,0,1.9,264,
10/09/2024 07:10,79.4,28.1,91,1008.1,0,2.1,264,
10/09/2024 07:20,79.4,28.2,90,1008.2,0,2.2,263,
10/09/2024 07:30,79.4,28.3,90,1008.3,0,2.1,263,
10/09/2024 07:40,79.4,28.6,89,1008.3,0,2.4,263,
10/09/2024 07:50,79.4,28.8,88,1008.6,0,2.6,263,
10/09/2024 08:00,79.4,29.0,86,1007.9,0,3.2,270,
10/09/2024 08:10,79.4,29.1,86,1008.2,0,3.1,256,
10/09/2024 08:20,79.4,29.3,85,1008.7,0,3.0,256,
10/09/2024 08:30,79.4,29.6,84,1008.8,1,2.7,256,
10/09/2024 08:40,79.4,30.0,83,1008.6,1,3.2,257,
10/09/2024 08:50,79.4,30.3,80,1008.7,1,3.2,270,
10/09/2024 09:00,79.4,30.6,78,1008.7,1,3.2,270,
10/09/2024 09:10,79.4,30.8,77,1008.7,1,3.5,256,
10/09/2024 09:20,79.4,31.1,78,1008.4,1,3.1,263,
10/09/2024 09:30,79.4,31.3,76,1008.6,1,3.3,270,
10/09/2024 09:40,79.4,31.7,76,1008.3,1,3.0,263,
10/09/2024 09:50,79.4,31.7,73,1008.2,1,3.6,263,
10/09/2024 10:00,79.4,32.2,71,1008.2,1,4.1,284,
10/09/2024 10:10,79.4,31.9,70,1008.3,1,4.0,263,
10/09/2024 10:20,79.4,32.7,70,1008.3,1,2.9,270,
10/09/2024 10:30,79.4,32.7,68,1008.3,1,3.6,270,
10/09/2024 10:40,79.4,32.7,69,1008.2,1,3.0,270,
10/09/2024 10:50,79.4,33.0,67,1008.1,1,3.5,270,
10/09/2024 11:00,79.4,33.2,64,1008.2,1,3.9,270,
10/09/2024 11:10,79.4,33.5,67,1008.1,0,3.7,277,
10/09/2024 11:20,79.4,33.8,63,1007.8,0,3.4,270,
10/09/2024 11:30,79.4,33.4,65,1007.6,0,2.9,270,
10/09/2024 11:40,79.4,33.7,63,1007.5,1,3.6,284,
10/09/2024 11:50,79.4,33.6,63,1007.2,0,3.8,270,
10/09/2024 12:00,79.4,33.4,67,1007.1,1,3.5,270,
10/09/2024 12:10,79.4,33.9,63,1006.7,0,3.7,284,
10/09/2024 12:20,79.4,33.5,64,1006.7,1,4.2,297,
10/09/2024 12:30,79.4,33.4,66,1006.4,0,3.6,256,
10/09/2024 12:40,79.4,32.7,69,1006.1,0,3.4,270,
10/09/2024 12:50,79.4,31.0,74,1006.4,0,3.8,284,
10/09/2024 13:00,79.4,30.2,78,1006.1,0,3.2,270,
10/09/2024 13:10,79.4,29.9,78,1006.0,0,3.2,263,
10/09/2024 13:20,79.4,29.7,77,1005.4,0,3.3,263,
10/09/2024 13:30,79.4,29.9,78,1005.4,0,2.4,263,
10/09/2024 13:40,79.6,30.0,78,1005.3,0,2.3,243,
10/09/2024 13:50,79.6,30.2,80,1005.4,0,2.0,229,
10/09/2024 14:00,79.6,30.2,81,1005.6,0,2.0,216,
10/09/2024 14:10,79.6,30.3,80,1005.4,0,1.6,230,
10/09/2024 14:20,79.6,30.4,80,1005.4,0,1.7,207,
10/09/2024 14:30,79.6,30.5,79,1004.9,0,1.6,230,
10/09/2024 14:40,79.6,30.7,80,1004.5,0,1.8,234,
10/09/2024 14:50,79.6,30.8,81,1004.4,0,1.7,236,
10/09/2024 15:00,79.6,30.7,84,1004.6,0,2.2,207,
10/09/2024 15:10,79.6,30.9,82,1004.6,0,2.1,216,
10/09/2024 15:20,79.6,31.2,81,1004.6,0,1.9,230,
10/09/2024 15:30,79.6,31.3,77,1005.0,0,2.4,240,
10/09/2024 15:40,79.6,30.8,73,1005.3,0,4.2,249,
10/09/2024 15:50,79.6,30.6,73,1005.4,0,3.6,234,
10/09/2024 16:00,79.6,30.5,74,1005.5,0,2.5,249,
10/09/2024 16:10,79.6,30.4,74,1005.3,0,3.0,243,
10/09/2024 16:20,79.6,30.3,75,1005.1,0,1.8,256,
10/09/2024 16:30,79.6,30.3,75,1005.1,0,1.8,234,
10/09/2024 16:40,79.6,30.1,76,1005.4,0,2.0,243,
10/09/2024 16:50,79.6,29.9,77,1005.5,0,1.8,249,
10/09/2024 17:00,79.6,29.8,78,1005.7,0,1.6,234,
10/09/2024 17:10,79.6,29.8,79,1005.9,0,1.8,240,
10/09/2024 17:20,79.6,29.7,79,1006.2,0,1.8,230,
10/09/2024 17:30,79.6,29.7,79,1006.4,0,1.8,270,
10/09/2024 17:40,79.6,29.7,79,1006.6,0,2.1,270,
10/09/2024 17:50,79.6,29.6,79,1006.6,0,2.4,249,
10/09/2024 18:00,79.6,29.6,78,1006.8,0,2.9,249,
10/09/2024 18:10,79.6,29.5,78,1006.8,0,2.5,270,
10/09/2024 18:20,79.6,29.5,79,1007.2,0,2.5,270,
10/09/2024 18:30,79.6,29.4,80,1007.2,0,1.6,243,
10/09/2024 18:40,79.6,29.3,80,1007.5,0,2.0,234,
10/09/2024 18:50,79.6,29.2,81,1007.6,0,1.9,234,
10/09/2024 19:00,79.6,29.1,81,1007.6,0,2.0,234,
10/09/2024 19:10,79.6,29.0,82,1007.7,0,2.3,249,
10/09/2024 19:20,79.6,28.9,82,1007.7,0,2.5,243,
10/09/2024 19:30,79.6,28.9,82,1007.8,0,2.4,240,
10/09/2024 19:40,79.6,28.8,83,1007.8,0,1.9,234,
10/09/2024 19:50,79.6,28.7,83,1007.8,0,2.2,243,
10/09/2024 20:00,79.6,28.7,82,1008.1,0,2.6,243,
10/09/2024 20:10,79.6,28.7,82,1008.3,0,2.3,243,
10/09/2024 20:20,79.6,28.6,83,1008.6,0,2.0,234,
10/09/2024 20:30,79.6,28.5,83,1008.6,0,1.8,234,
10/09/2024 20:40,79.6,28.5,83,1008.9,0,1.3,263,
10/09/2024 20:50,79.6,28.4,84,1009.4,0,1.2,254,
10/09/2024 21:00,79.6,28.3,84,1009.5,0,1.5,243,
10/09/2024 21:10,79.6,28.3,84,1009.8,0,1.4,225,
10/09/2024 21:20,79.6,28.3,85,1009.9,0,1.1,229,
10/09/2024 21:30,79.6,28.3,85,1010.0,0,0.9,230,
10/09/2024 21:40,79.6,28.3,85,1010.0,0,1.0,249,
10/09/2024 21:50,79.6,28.2,86,1010.0,0,1.4,216,
10/09/2024 22:00,79.6,28.1,86,1009.9,0,1.6,216,
10/09/2024 22:10,79.6,28.1,87,1009.8,0,1.8,221,
10/09/2024 22:20,79.6,27.9,87,1009.5,0,2.5,212,
10/09/2024 22:30,79.6,27.9,88,1009.3,0,2.5,225,
10/09/2024 22:40,79.6,27.8,88,1009.3,0,2.0,234,
10/09/2024 22:50,79.6,27.7,89,1009.2,0,1.9,234,
10/09/2024 23:00,79.6,27.6,89,1009.3,0,1.7,230,
10/09/2024 23:10,79.6,27.6,89,1009.4,0,1.9,243,
10/09/2024 23:20,79.6,27.5,89,1009.4,0,1.3,249,
10/09/2024 23:30,79.6,27.4,90,1009.3,0,1.0,234,
10/09/2024 23:40,79.6,27.4,90,1009.4,0,0.9,240,
10/09/2024 23:50,79.6,27.4,90,1009.5,0,0.3,333,
11/09/2024 00:00,79.6,27.3,90,1009.3,0,0.0,225,
11/09/2024 00:10,79.6,27.3,91,1009.4,0,1.1,243,
11/09/2024 00:20,79.6,27.2,91,1009.0,0,0.6,256,
11/09/2024 00:30,79.6,27.2,91,1008.8,0,0.9,264,
11/09/2024 00:40,79.6,27.2,91,1008.7,0,0.8,319,
11/09/2024 00:50,79.6,27.1,91,1008.4,0,0.8,324,
11/09/2024 01:00,79.6,27.1,92,1008.4,0,0.7,256,
11/09/2024 01:10,79.6,26.9,92,1008.3,0,0.1,249,
11/09/2024 01:20,79.6,27.0,92,1008.2,0,0.2,264,
11/09/2024 01:30,79.6,27.0,92,1008.2,0,0.4,315,
11/09/2024 01:40,79.6,27.0,92,1008.2,0,0.5,324,
11/09/2024 01:50,79.6,27.1,93,1008.4,0,0.0,293,
11/09/2024 02:00,79.6,27.1,93,1008.3,0,0.0,292,
11/09/2024 02:10,79.6,27.1,93,1008.3,0,0.3,225,
11/09/2024 02:20,79.6,27.2,93,1008.3,0,0.7,203,
11/09/2024 02:30,79.6,27.2,93,1008.3,0,0.9,240,
11/09/2024 02:40,79.6,27.1,93,1008.2,0,0.8,225,
11/09/2024 02:50,79.6,27.1,93,1007.9,0,0.4,225,
11/09/2024 03:00,79.6,27.1,93,1007.8,0,1.0,221,
11/09/2024 03:10,79.6,27.1,93,1007.9,0,1.0,238,
11/09/2024 03:20,79.6,27.0,93,1007.8,0,1.0,225,
11/09/2024 03:30,79.6,27.0,94,1008.1,0,1.1,212,
11/09/2024 03:40,79.6,27.0,94,1008.1,0,1.2,207,
11/09/2024 03:50,79.6,27.0,94,1008.3,0,1.2,201,
11/09/2024 04:00,79.6,27.0,93,1008.4,0,0.3,230,
11/09/2024 04:10,79.6,27.0,94,1008.4,0,0.1,263,
11/09/2024 04:20,79.6,27.0,94,1008.6,0,0.3,216,
11/09/2024 04:30,79.6,27.0,93,1008.7,0,0.2,220,
11/09/2024 04:40,79.6,27.0,94,1008.8,0,0.0,320,
11/09/2024 04:50,79.6,27.0,94,1008.8,0,0.0,297,
11/09/2024 05:00,79.6,27.1,94,1008.7,0,0.0,236,
11/09/2024 05:10,79.6,27.1,94,1008.8,0,0.0,339,
11/09/2024 05:20,79.6,27.0,94,1008.9,0,0.0,309,
11/09/2024 05:30,79.6,27.0,94,1009.3,0,0.0,0,
11/09/2024 05:40,79.6,27.1,94,1009.4,0,0.0,180,
11/09/2024 05:50,79.6,27.1,95,1009.5,0,0.0,221,
11/09/2024 06:00,79.6,27.1,95,1009.6,0,0.5,207,
11/09/2024 06:10,79.6,27.2,94,1009.6,0,0.9,216,
11/09/2024 06:20,79.6,27.2,94,1009.8,0,0.5,203,
11/09/2024 06:30,79.6,27.3,94,1009.8,0,1.1,225,
11/09/2024 06:40,79.6,27.4,94,1010.0,0,1.1,221,
11/09/2024 06:50,79.6,27.6,93,1010.0,0,1.0,225,
11/09/2024 07:00,79.6,27.6,93,1010.1,0,1.2,225,
11/09/2024 07:10,79.6,27.8,92,1010.3,0,1.1,247,
11/09/2024 07:20,79.6,28.0,92,1010.4,0,1.4,220,
11/09/2024 07:30,79.6,28.1,91,1010.4,0,1.4,256,
11/09/2024 07:40,79.6,28.3,90,1010.5,0,1.6,240,
11/09/2024 07:50,79.6,28.5,90,1010.6,0,1.5,254,
11/09/2024 08:00,79.6,28.7,88,1010.6,1,1.6,264,
11/09/2024 08:10,79.6,29.0,87,1010.7,1,1.7,270,
11/09/2024 08:20,79.6,29.3,86,1010.7,1,2.0,270,
11/09/2024 08:30,79.6,29.6,86,1010.6,1,2.2,277,
11/09/2024 08:40,79.6,30.0,82,1010.6,1,2.6,270,
11/09/2024 08:50,79.6,30.2,81,1010.6,1,2.9,249,
11/09/2024 09:00,79.6,30.5,79,1010.5,1,2.2,270,
11/09/2024 09:10,79.6,30.8,77,1010.4,1,3.0,284,
11/09/2024 09:20,79.6,31.1,76,1010.4,1,3.1,270,
11/09/2024 09:30,79.6,31.3,76,1010.4,1,2.7,277,
11/09/2024 09:40,79.6,31.4,74,1010.4,1,2.7,284,
11/09/2024 09:50,79.6,31.9,72,1010.1,1,2.6,293,
11/09/2024 10:00,79.6,32.0,72,1010.1,1,2.9,293,
11/09/2024 10:10,79.6,31.8,73,1009.9,1,2.9,293,
11/09/2024 10:20,79.6,32.0,71,1009.8,1,2.8,277,
11/09/2024 10:30,79.6,32.7,70,1009.8,1,3.2,270,
11/09/2024 10:40,79.6,32.5,70,1009.6,1,3.1,300,
11/09/2024 10:50,79.6,32.6,69,1009.6,1,3.1,300,
11/09/2024 11:00,79.6,32.3,68,1009.4,0,2.8,270,
11/09/2024 11:10,79.6,32.2,70,1009.2,1,3.4,284,
11/09/2024 11:20,79.6,32.4,68,1009.0,1,3.0,270,
11/09/2024 11:30,79.6,32.4,68,1008.9,0,2.5,284,
11/09/2024 11:40,79.6,32.2,69,1008.7,0,2.8,284,
11/09/2024 11:50,79.6,32.4,68,1008.4,1,3.1,291,
11/09/2024 12:00,79.6,32.6,69,1008.1,0,3.5,300,
11/09/2024 12:10,79.6,32.5,67,1007.9,0,3.7,306,
11/09/2024 12:20,79.6,32.5,67,1007.6,0,3.2,306,
11/09/2024 12:30,79.6,32.7,67,1007.2,0,3.4,291,
11/09/2024 12:40,79.6,33.2,66,1007.1,1,3.7,284,
11/09/2024 12:50,79.6,32.6,65,1006.6,0,3.4,270,
11/09/2024 13:00,79.6,32.2,68,1006.5,0,3.3,270,
11/09/2024 13:10,79.6,31.9,68,1006.4,0,2.6,270,
11/09/2024 13:20,79.6,30.9,76,1006.6,0,2.9,220,
11/09/2024 13:30,79.6,28.7,84,1006.8,0,4.0,201,
11/09/2024 13:40,84.6,26.7,90,1007.6,0,5.5,210,
11/09/2024 13:50,97.0,26.0,93,1007.7,0,3.3,196,
11/09/2024 14:00,113.6,25.2,95,1007.3,0,6.3,201,
11/09/2024 14:10,129.6,25.3,96,1007.8,0,4.3,201,
11/09/2024 14:20,138.6,26.0,96,1007.7,0,4.0,201,
